,exporter_group,Adjusted_deforestation_exposure,Producer country,GID,Year,Commodity
539,CACU COMERCIO E INDUSTRIA DE ACUCAR E ALCOOL LTDA,17.68449436435844,Brazil,BRA,2017,Sugar cane
540,CAMIL ALIMENTOS,1.0860793168819323,Brazil,BRA,2017,Sugar cane
541,CANEX EXPORTACAO LTDA,94.65131794669443,Brazil,BRA,2017,Sugar cane
542,CAPITAL GOLD IMPORTACAO COMERCIO E REPRESENTACAO LTDA,0.02304729323770192,Brazil,BRA,2017,Sugar cane
543,CENTRAL ACUCAREIRA SANTO ANTONIO,77.20477092919687,Brazil,BRA,2017,Sugar cane
544,CENTRAL ENERGETICA MORENO ACUCAR E ALCOOL,15.136150275676785,Brazil,BRA,2017,Sugar cane
545,CENTRAL ENERGETICA MORENO DE MONTE APRAZIVEL ACUCAR E ALCOOL,13.821727684956432,Brazil,BRA,2017,Sugar cane
546,CENTRAL ENERGETICA VALE DO SAPUCAI,71.71151950073906,Brazil,BRA,2017,Sugar cane
547,CILT BRASIL COMERCIO IMPORTACAO E EXPORTACAO EIRELI,7.528147842099771e-05,Brazil,BRA,2017,Sugar cane
548,CLEALCO ACUCAR E ALCOOL,300.8716767252874,Brazil,BRA,2017,Sugar cane
549,COFCO,569.7485695606007,Brazil,BRA,2017,Sugar cane
550,COIMBRA IMPORTACAO E EXPORTACAO,0.5770435019187183,Brazil,BRA,2017,Sugar cane
551,COMPANHIA AGRO INDUSTRIAL DE GOIANA,2.703624783653495,Brazil,BRA,2017,Sugar cane
552,COMPANHIA ALCOOLQUIMICA NACIONAL-ALCOOLQUIMICA,13.490445005523352,Brazil,BRA,2017,Sugar cane
553,COMPANHIA ENERGETICA SAO JOSE,66.37395209488473,Brazil,BRA,2017,Sugar cane
554,COMPANHIA USINA SAO JOAO,0.708278778568792,Brazil,BRA,2017,Sugar cane
555,CONSTRUTORA NORBERTO ODEBRECHT,0.013296515329443417,Brazil,BRA,2017,Sugar cane
556,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,21.284583064821163,Brazil,BRA,2017,Sugar cane
557,COOPERATIVA AGRICOLA REGIONAL DE PRODUTORES DE CANA LTD,55.180538617190166,Brazil,BRA,2017,Sugar cane
558,COOPERATIVA DE COLONIZACAO AGROPECUARIA E INDUSTRIAL PINDORA,1.3487852185034108,Brazil,BRA,2017,Sugar cane
559,"COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL",1722.17747019038,Brazil,BRA,2017,Sugar cane
560,COOPERVAL COOPERATIVA AGROINDUSTRIAL VALE DO IVAI,25.71324456125533,Brazil,BRA,2017,Sugar cane
561,COPERSUCAR S.A.,47.04543446956202,Brazil,BRA,2017,Sugar cane
562,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,101.16573111524129,Brazil,BRA,2017,Sugar cane
563,COPLASA - ACUCAR E ALCOOL,52.70206815978192,Brazil,BRA,2017,Sugar cane
564,COSTA BIOENERGIA,23.68995814529169,Brazil,BRA,2017,Sugar cane
565,CRISTAIS DE OZ IMPORTACAO E EXPORTACAO DE COSMETICOS NATURAI,8.465448093078976e-05,Brazil,BRA,2017,Sugar cane
566,CZARNIKOW BRASIL LTDA.,89.8493301893555,Brazil,BRA,2017,Sugar cane
567,D.H.N. IMPORTACAO & EXPORTACAO DE COSMETICOS E VESTUARIOS LT,3.988954598833025e-05,Brazil,BRA,2017,Sugar cane
568,DA MATA S.A. - ACUCAR E ALCOOL,110.79837391696948,Brazil,BRA,2017,Sugar cane
569,DACALDA ACUCAR E ALCOOL,40.24126275252162,Brazil,BRA,2017,Sugar cane
570,DACOLONIA ALIMENTOS NATURAIS LTDA.,0.0026593030658886834,Brazil,BRA,2017,Sugar cane
571,DELLA COLETTA BIOENERGIA,37.37538147873728,Brazil,BRA,2017,Sugar cane
572,DESTILARIA AGUA BONITA LTDA,10.135239557534518,Brazil,BRA,2017,Sugar cane
573,DESTILARIA LONDRA LTDA,2.056952749560613,Brazil,BRA,2017,Sugar cane
574,"DIALCOOL EXPORTACAO, INDUSTRIA E COMERCIO DE BEBIDAS - EIREL",0.018502514474138546,Brazil,BRA,2017,Sugar cane
575,DIANA BIOENERGIA AVANHANDAVA SA,11.3355572155209,Brazil,BRA,2017,Sugar cane
576,DORAEXPORT COMERCIO INTERNACIONAL LTDA,0.010637212263554734,Brazil,BRA,2017,Sugar cane
577,DUAS RODAS INDUSTRIAL LTDA,0.0038706156124009784,Brazil,BRA,2017,Sugar cane
578,E D & F MAN BRASIL S/A.,60.24875585271293,Brazil,BRA,2017,Sugar cane
579,EFX IMPORTACAO E EXPORTACAO LTDA,0.0026593030658886834,Brazil,BRA,2017,Sugar cane
580,EMBRAIMPEX EMPRESA BRASILEIRA DE IMPORTACOES E EXPORTACOES L,8.9529869884919e-05,Brazil,BRA,2017,Sugar cane
581,ENERFO SUGAR DO BRASIL LTDA.,94.18847732850598,Brazil,BRA,2017,Sugar cane
582,ENERGY COMERCIAL IMPORTADORA E EXPORTADORA LTDA,3.6644739734253076,Brazil,BRA,2017,Sugar cane
583,ENGELHART,11.397967955957062,Brazil,BRA,2017,Sugar cane
584,ETTICA COMERCIO IMPORTACAO E EXPORTACAO LTDA - EPP,6.6912242775859455e-06,Brazil,BRA,2017,Sugar cane
585,EXPORTADORA DE ARMARINHOS LIDER,0.07756300608841994,Brazil,BRA,2017,Sugar cane
586,EXPORTADORA E IMPORTADORA GLOBO,0.0880975423099979,Brazil,BRA,2017,Sugar cane
587,EXPORTADORA E IMPORTADORA RIO BRANCO LTDA EPP,0.00882466219268362,Brazil,BRA,2017,Sugar cane
588,F. PACHE DO BRASIL IMPORTACAO E EXPORTACAO LTDA.,0.01152364661885096,Brazil,BRA,2017,Sugar cane
589,FARIAS E KLEIN LTDA,2.788202904481396e-06,Brazil,BRA,2017,Sugar cane
590,FENG E BANDEIRA - REPRESENTANTE DO COMERCIO DE MERCADORIA EM,0.026593030658886834,Brazil,BRA,2017,Sugar cane
591,FENIX PRESTADORA DE SERVICOS DE ENVASE E PREPARO DE ALIMENTO,0.011740823035898539,Brazil,BRA,2017,Sugar cane
592,FERRARI AGROINDUSTRIA S/A,27.886537387776787,Brazil,BRA,2017,Sugar cane
593,FRIOS RORAIMA DISTRIBUIDORA DE ALIMENTOS LTDA,0.19944772994165125,Brazil,BRA,2017,Sugar cane
594,GENERAL MILLS BRASIL ALIMENTOS,0.000159558183953321,Brazil,BRA,2017,Sugar cane
595,GIVAUDAN DO BRASIL LTDA.,0.006205040487073595,Brazil,BRA,2017,Sugar cane
596,GLENCANE BIOENERGIA S.A.,128.3269382731908,Brazil,BRA,2017,Sugar cane
597,GLOBAL MARITIME-COMERCIAL IMPORTADORA E EXPORTADORA LTDA,0.010725855699084358,Brazil,BRA,2017,Sugar cane
598,GOIASA GOIATUBA ALCOOL LTDA,26.128251688354784,Brazil,BRA,2017,Sugar cane
599,GOLD TRADE 01 IMPORTACAO E EXPORTACAO,0.0020565277042872486,Brazil,BRA,2017,Sugar cane
600,GSA GAMA SUCOS E ALIMENTOS LTDA.,0.0003324128832360854,Brazil,BRA,2017,Sugar cane
601,GUARANI,182.698058611176,Brazil,BRA,2017,Sugar cane
602,HONDA TRADING BRASIL LTDA,3.6246637758258156e-05,Brazil,BRA,2017,Sugar cane
603,IACO AGRICOLA S/A,48.11432848359783,Brazil,BRA,2017,Sugar cane
604,IBERIA INDUSTRIAL E COMERCIAL LTDA,25.874557442014957,Brazil,BRA,2017,Sugar cane
605,INAPEL EMBALAGENS LTDA,2.788202904481396e-06,Brazil,BRA,2017,Sugar cane
606,INDUSTRIA DE PRODUTOS ALIMENTICIOS MAVALERIO LTDA,0.011645088125526549,Brazil,BRA,2017,Sugar cane
607,INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA,0.005737192176454552,Brazil,BRA,2017,Sugar cane
608,INFINITY IMPORTACAO E EXPORTACAO LTDA,0.0005651019015013453,Brazil,BRA,2017,Sugar cane
609,J A L FERREIRA ME  - ME,0.057972806836373285,Brazil,BRA,2017,Sugar cane
610,JALLES MACHADO,30.58539391536843,Brazil,BRA,2017,Sugar cane
611,JPM COMERCIO E EXPORTACAO LTDA,0.0013739732507091532,Brazil,BRA,2017,Sugar cane
612,KMK COMERCIO DE PRODUTOS ALIMENTICIOS  LTDA - EPP,0.013296515329443417,Brazil,BRA,2017,Sugar cane
613,KRISKAN TRADING,0.0024642875077235133,Brazil,BRA,2017,Sugar cane
614,LASA LINHARES AGROINDUSTRIAL SA,0.6648257664721707,Brazil,BRA,2017,Sugar cane
615,LIFENATURIS PRODUTOS NATURAIS EIRELI - ME,1.1080429441202846e-05,Brazil,BRA,2017,Sugar cane
616,LIMA & PERGHER INDUSTRIA E COMERCIO S/A,0.0034573716015569305,Brazil,BRA,2017,Sugar cane
617,LOUIS DREYFUS,911.8812245984185,Brazil,BRA,2017,Sugar cane
618,M S COMERCIAL IMPORTADORA E EXPORTADORA DE ALIMENTOS,1.5292220340442015,Brazil,BRA,2017,Sugar cane
619,MARIA ELISABETE MACHADO DA SILVA,0.037230242922441564,Brazil,BRA,2017,Sugar cane
620,MARNEW COMERCIO INTERNACIONAL LTDA,0.0007342267648467675,Brazil,BRA,2017,Sugar cane
621,"MBR COMERCIO, EXPORTACAO E IMPORTACAO LTDA.",7.515414108943136e-06,Brazil,BRA,2017,Sugar cane
622,MERCANTIL NOVA ERA LTDA,0.2972205528964699,Brazil,BRA,2017,Sugar cane
623,MIRIRI ALIMENTOS E BIOENERGIA,7.219736574975054,Brazil,BRA,2017,Sugar cane
624,MONTEVERDE AGRO-ENERGETICA,6.118865328006295,Brazil,BRA,2017,Sugar cane
625,MUNDO DA FARINHA IMPORTADORA E EXPORTADORA DE ALIMENTOS LTDA,0.04248236647757172,Brazil,BRA,2017,Sugar cane
626,N CHAMI IMP E EXP EIRELI - EPP,0.39378959799679614,Brazil,BRA,2017,Sugar cane
627,N. C. ACRE ALIMENTOS EXPORTACAO E IMPORTACAO LTDA - ME,0.016447789462521508,Brazil,BRA,2017,Sugar cane
628,NARDINI AGROINDUSTRIAL,104.14854549057017,Brazil,BRA,2017,Sugar cane
629,NELLO COMERCIO ATACADISTA DE ALIMENTOS LTDA - EPP,0.0026593030658886834,Brazil,BRA,2017,Sugar cane
630,NENACUCAR ACUCAR E ALCOOL LTDA,1.7291648375732853,Brazil,BRA,2017,Sugar cane
631,NOVA UNIALCO BIOENERGIA S.A.,12.226696764375038,Brazil,BRA,2017,Sugar cane
632,NOVA UNIALCO SPE II LTDA.,48.2966356756283,Brazil,BRA,2017,Sugar cane
633,NOVAAGRI INFRA-ESTRUTURA DE ARMAZENAGEM E ESCOAMENTO AGRICOL,2.225870793871507,Brazil,BRA,2017,Sugar cane
634,NUVA TRADING LTDA,22.510093630402235,Brazil,BRA,2017,Sugar cane
635,ODEBRECHT AGROINDUSTRIAL PARTICIPACOES S.A.,146.62637829963174,Brazil,BRA,2017,Sugar cane
636,ODEBRECHT SERVICOS DE EXPORTACAO S.A,1.3941014522406983e-05,Brazil,BRA,2017,Sugar cane
637,PETRUS COMMODITIES TRADING LTDA.,0.04706486502764596,Brazil,BRA,2017,Sugar cane
638,PRODUTOS NATURAIS PLANETA VERDE LTDA,0.26516575695742534,Brazil,BRA,2017,Sugar cane
639,RAIZEN ARARAQUARA ACUCAR E ALCOOL LTDA,77.28130468684398,Brazil,BRA,2017,Sugar cane
640,RAIZEN ENERGIA S.A,1983.3672983013762,Brazil,BRA,2017,Sugar cane
641,RAIZEN PARAGUACU,3.4322270686641785,Brazil,BRA,2017,Sugar cane
642,RCMA COMMODITIES DO BRASIL IMPORTACAO E EXPORTACAO LTDA.,16.454437720186228,Brazil,BRA,2017,Sugar cane
643,RECCA-EXPORTADORA DE ALIMENTOS LTDA.,0.018022943574567744,Brazil,BRA,2017,Sugar cane
644,RENUKA DO BRASIL,26.93384605337678,Brazil,BRA,2017,Sugar cane
645,RENUKA VALE DO IVAI - EM RECUPERACAO JUDICIAL,15.29099262885993,Brazil,BRA,2017,Sugar cane
646,REVATI S.A. ACUCAR E ALCOOL - EM RECUPERACAO JUDICIAL,24.681443836034074,Brazil,BRA,2017,Sugar cane
647,RICCA COMERCIO LTDA - EPP,4.029628639225791,Brazil,BRA,2017,Sugar cane
648,ROSELI DE PAULA GIRELE - ME,0.014559684285740542,Brazil,BRA,2017,Sugar cane
649,RUI DE QUEIROZ LOPES DA SILVA - ME,0.9621358492385255,Brazil,BRA,2017,Sugar cane
650,S A USINA CORURIPE ACUCAR E ALCOOL,428.9105734733308,Brazil,BRA,2017,Sugar cane
651,SAO MARTINHO S/A,544.9827359454379,Brazil,BRA,2017,Sugar cane
652,SEA OLIMPIC IMPORTACAO E EXPORTACAO EIRELI - EPP,0.000494630370255295,Brazil,BRA,2017,Sugar cane
653,SJC BIOENERGIA,148.43419601433328,Brazil,BRA,2017,Sugar cane
654,STELA MARIS TRANSPORTES E LOGISTICA LTDA,0.6313850304186207,Brazil,BRA,2017,Sugar cane
655,SUCDEN DO BRASIL LTDA.,386.23654171623986,Brazil,BRA,2017,Sugar cane
656,SUDZUCKER DO BRASIL S/A - IMPORTACAO E EXPORTACAO,2.6207431714332974,Brazil,BRA,2017,Sugar cane
657,SUPERMERCADO GAVIAO LTDA,0.7033856609275568,Brazil,BRA,2017,Sugar cane
658,"TACE IMPORTACAO, EXPORTACAO E COMERCIO LTDA",3.988954598833025e-05,Brazil,BRA,2017,Sugar cane
659,TARUMA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA - EPP,1.8274243129891619,Brazil,BRA,2017,Sugar cane
660,TEMAKI LOUNGE COMERCIO DE ALIMENTOS LTDA - ME,0.013283218814113974,Brazil,BRA,2017,Sugar cane
661,TENDA ATACADO,0.45218877975806715,Brazil,BRA,2017,Sugar cane
662,TEREOS ACUCAR E ENERGIA ANDRADE S.A.,12.4774499851497,Brazil,BRA,2017,Sugar cane
663,TEREOS ACUCAR E ENERGIA BRASIL S.A.,66.54482339729752,Brazil,BRA,2017,Sugar cane
664,TIMBRO COMERCIO EXTERIOR LTDA,13.319119405503466,Brazil,BRA,2017,Sugar cane
665,TIMBRO SC COMERCIO EXTERIOR,1.1966863796499074,Brazil,BRA,2017,Sugar cane
666,TONON BIOENERGIA,114.65199791243093,Brazil,BRA,2017,Sugar cane
667,TRADEBRAS COMERCIO IMPORTACAO E EXPORTACAO,0.0038626377032033128,Brazil,BRA,2017,Sugar cane
668,TRIBAL BRASIL ALIMENTOS LTDA - EPP,0.005617777726689845,Brazil,BRA,2017,Sugar cane
669,TRIO COMERCIO DE ACUCAR E LOGISTICA LTDA - EPP,7.624188648614532,Brazil,BRA,2017,Sugar cane
670,TRIUNFO AGROINDUSTRIAL,0.7091474842369823,Brazil,BRA,2017,Sugar cane
671,U.S.A. - USINA SANTO ANGELO,136.97246018694204,Brazil,BRA,2017,Sugar cane
672,U.S.J. - ACUCAR E ALCOOL,36.914163921853344,Brazil,BRA,2017,Sugar cane
673,UNIALCO SA ALCOOL E ACUCAR,8.778971946638054,Brazil,BRA,2017,Sugar cane
674,"USACIGA - ACUCAR, ALCOOL E ENERGIA ELETRICA",2.1114866343156145,Brazil,BRA,2017,Sugar cane
675,USINA ACUCAREIRA ESTER,49.534092808526054,Brazil,BRA,2017,Sugar cane
676,USINA ACUCAREIRA GUAIRA LIMITADA,103.14625549468825,Brazil,BRA,2017,Sugar cane
677,USINA ACUCAREIRA PASSOS SA,0.664989313610723,Brazil,BRA,2017,Sugar cane
678,USINA ACUCAREIRA S. MANOEL,4.17523833538135,Brazil,BRA,2017,Sugar cane
679,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,61.486412341830246,Brazil,BRA,2017,Sugar cane
680,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,255.77425443910582,Brazil,BRA,2017,Sugar cane
681,USINA BATATAIS S/A ACUCAR E ALCOOL,137.57022098939564,Brazil,BRA,2017,Sugar cane
682,USINA BOM JESUS SA,0.2174334830106117,Brazil,BRA,2017,Sugar cane
683,USINA CAETE,82.30250465588227,Brazil,BRA,2017,Sugar cane
684,USINA CENTRAL OLHO D'AGUA S/A,27.020362932888037,Brazil,BRA,2017,Sugar cane
685,USINA COLOMBO S/A. - ACUCAR E ALCOOL,35.43328846076418,Brazil,BRA,2017,Sugar cane
686,USINA CONQUISTA DO PONTAL,51.51054437381727,Brazil,BRA,2017,Sugar cane
687,USINA DE ACUCAR E ALCOOL GOIOERE,76.69208433434139,Brazil,BRA,2017,Sugar cane
688,USINA DE ACUCAR SANTA TEREZINHA LTDA,616.4711881284743,Brazil,BRA,2017,Sugar cane
689,USINA DELTA,242.17002494686795,Brazil,BRA,2017,Sugar cane
690,USINA ELDORADO,24.88087561015733,Brazil,BRA,2017,Sugar cane
691,USINA FRUTAL ACUCAR E ALCOOL,48.60637977309639,Brazil,BRA,2017,Sugar cane
692,USINA GUARIROBA,57.461451665919455,Brazil,BRA,2017,Sugar cane
693,USINA IPOJUCA S/A,9.63382175942072,Brazil,BRA,2017,Sugar cane
694,USINA ITAJOBI- ACUCAR E ALCOOL,48.91158266736231,Brazil,BRA,2017,Sugar cane
695,USINA ITAPAGIPE ACUCAR E ALCOOL,50.929594355694746,Brazil,BRA,2017,Sugar cane
696,USINA MONTE ALEGRE,33.91585556042824,Brazil,BRA,2017,Sugar cane
697,USINA OUROESTE - ACUCAR E ALCOOL,61.444567764871316,Brazil,BRA,2017,Sugar cane
698,USINA PETRIBU SA,10.49913238403024,Brazil,BRA,2017,Sugar cane
699,USINA RIO PARDO S/A,24.487445018074432,Brazil,BRA,2017,Sugar cane
700,USINA SANTA FE S/A.,113.02170995180202,Brazil,BRA,2017,Sugar cane
701,USINA SANTA ISABEL,104.34867976391998,Brazil,BRA,2017,Sugar cane
702,USINA SAO DOMINGOS-ACUCAR E ETANOL S/A,69.09229833709382,Brazil,BRA,2017,Sugar cane
703,USINA SAO FRANCISCO S/A,29.56036561076771,Brazil,BRA,2017,Sugar cane
704,USINA SAO JOSE,10.113542303819933,Brazil,BRA,2017,Sugar cane
705,USINA SAO JOSE DO PINHEIRO LTDA,2.884014174956277,Brazil,BRA,2017,Sugar cane
706,USINA SERRA GRANDE SA,15.722145434932463,Brazil,BRA,2017,Sugar cane
707,USINA TRAPICHE S/A,23.018745619289607,Brazil,BRA,2017,Sugar cane
708,USINA UNIAO E INDUSTRIA SA,9.797280254537345,Brazil,BRA,2017,Sugar cane
709,USINA VERTENTE LTDA.,24.199679174011543,Brazil,BRA,2017,Sugar cane
710,USINAS ITAMARATI,4.695442780004118,Brazil,BRA,2017,Sugar cane
711,USIVALE INDUSTRIA E COMERCIO- EM RECUPERACAO JUDICIAL,4.0875034950659055,Brazil,BRA,2017,Sugar cane
712,VA&E TRADING DO BRASIL LTDA,165.32744489020465,Brazil,BRA,2017,Sugar cane
713,VALE DO PARANA S/A - ALCOOL E ACUCAR,44.15567487033189,Brazil,BRA,2017,Sugar cane
714,VALE DO PONTAL ACUCAR E ALCOOL,12.653517122536059,Brazil,BRA,2017,Sugar cane
715,VALE DO TIJUCO ACUCAR E ALCOOL,110.46095489571184,Brazil,BRA,2017,Sugar cane
716,VALE VERDE EMPREENDIMENTOS AGRICOLASEM RECUPERACAO JUD,1.170629641775975,Brazil,BRA,2017,Sugar cane
717,"VIAMAR COMERCIO INTERNACIONAL, INCORPORACAO E CONSTRUCAO LTD",0.05318606131777367,Brazil,BRA,2017,Sugar cane
718,VIRGOLINO DE OLIVEIRA - ACUCAR E ALCOOL,0.45582094452889327,Brazil,BRA,2017,Sugar cane
719,VITORIA TRADING LTDA - EPP,0.13945828494697904,Brazil,BRA,2017,Sugar cane
720,WD AGROINDUSTRIAL LTDA,71.70984546945908,Brazil,BRA,2017,Sugar cane
721,WILMAR SUGAR BRASIL COMERCIAL LTDA.,2.656643762822794,Brazil,BRA,2017,Sugar cane
722,WORLD TROTTER COMERCIAL IMPORTADORA E EXPORTADORA LTDA - EPP,0.0002809996906289042,Brazil,BRA,2017,Sugar cane
