Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2011","2011","t","963262","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2012","2012","t","1329532","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2013","2013","t","1177182","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2014","2014","t","1667703.92","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2015","2015","t","1873524.66","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2016","2016","t","1091108.07","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2017","2017","t","1436105.75","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2018","2018","t","1324147","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2019","2019","t","1479769.89","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2020","2020","t","1304884","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2021","2021","t","1699369.61","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2022","2022","t","1641131.23","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0112","Maize (corn)","2023","2023","t","1413382.16","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","t","210500","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","t","233124","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","t","248050","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","t","265200","E","Estimated value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","t","260000","E","Estimated value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","t","268000","E","Estimated value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","t","265000.01","E","Estimated value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","t","260500.01","E","Estimated value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","t","231569.61","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","t","214787.87","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","t","214248.33","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","t","221880.02","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","t","218203.6","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","t","232981.62","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","t","237244.09","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","t","223248.59","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","214568.81","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","209054.88","I","Imputed value",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2006","2006","t","1673088","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2007","2007","t","1809473","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2008","2008","t","2204314","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2009","2009","t","2226775","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2010","2010","t","2850465","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2011","2011","t","2097356","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2012","2012","t","2649051","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2013","2013","t","2316838","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2014","2014","t","3468510.34","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2015","2015","t","4175658.55","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2016","2016","t","3124068.81","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2017","2017","t","3275993","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2018","2018","t","2785756","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2019","2019","t","2275948.06","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2020","2020","t","2446312.17","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2021","2021","t","2418855.36","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2022","2022","t","2296402.23","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01491.01","Oil palm fruit","2023","2023","t","2049699.57","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2006","2006","t","23000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2007","2007","t","55000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2008","2008","t","64000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2009","2009","t","68000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2010","2010","t","70000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2011","2011","t","78000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2012","2012","t","66000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2013","2013","t","68000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2014","2014","t","32681.16","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2015","2015","t","32696.99","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2016","2016","t","41787.81","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2017","2017","t","35006","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2018","2018","t","25504","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2019","2019","t","39514.72","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2020","2020","t","27238.07","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2021","2021","t","20076.95","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2022","2022","t","29453.73","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0141","Soya beans","2023","2023","t","13112.2","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2006","2006","t","6995613","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2007","2007","t","8360001","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2008","2008","t","9341095","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2009","2009","t","8473141","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2010","2010","t","8347182","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2011","2011","t","8131819","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2012","2012","t","7378922","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2013","2013","t","7158265","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2014","2014","t","8251305.86","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2015","2015","t","10106104.82","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2016","2016","t","8661609.27","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2017","2017","t","9030074","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2018","2018","t","7502251","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2019","2019","t","9257700.24","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2020","2020","t","11016167.04","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2021","2021","t","11372505.11","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2022","2022","t","7740492.1","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","01802","Sugar cane","2023","2023","t","6253732.36","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2006","2006","t","31676","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2007","2007","t","31387","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2008","2008","t","34003","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2009","2009","t","36803","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2010","2010","t","46613","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2011","2011","t","56499","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2012","2012","t","62491.58","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2013","2013","t","71175.41","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2014","2014","t","81651","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2015","2015","t","92592","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2016","2016","t","107921.51","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2017","2017","t","121814","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2018","2018","t","134675.74","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2019","2019","t","141775.25","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2020","2020","t","158943.58","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2021","2021","t","160521.54","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2022","2022","t","172058.33","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2023","2023","t","166708.8","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2006","2006","t","273178","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2007","2007","t","225992","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2008","2008","t","273780","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2009","2009","t","243479","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2010","2010","t","264605","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2011","2011","t","331547","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2012","2012","t","320163.56","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2013","2013","t","256241.43","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2014","2014","t","222047","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2015","2015","t","251938","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2016","2016","t","277760.4","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2017","2017","t","337330","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2018","2018","t","369621.99","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2019","2019","t","363319.59","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2020","2020","t","353205.74","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2021","2021","t","363996.83","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2022","2022","t","358177.68","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01610","Coffee, green","2023","2023","t","369550.52","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2006","2006","t","1268975","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2007","2007","t","1368244","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2008","2008","t","1480896","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2009","2009","t","1559745","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2010","2010","t","1541195","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2011","2011","t","1515774","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2012","2012","t","1673873.64","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2013","2013","t","1670470","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2014","2014","t","1529636","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2015","2015","t","1746428","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2016","2016","t","1575955.17","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2017","2017","t","1523469","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2018","2018","t","1576752","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2019","2019","t","1575955","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2020","2020","t","1448383","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2021","2021","t","1582556.54","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2022","2022","t","1608838.81","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0112","Maize (corn)","2023","2023","t","1640374.04","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","t","161578.26","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","t","163235","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","t","163318","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","t","164704","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","t","171872","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","t","179084.39","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","t","186616.87","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","t","193087.24","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","t","196232","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","t","196014.92","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","t","192703","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","t","188738","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","t","189703","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","t","192919.59","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","t","183941.13","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","t","189922.92","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","192718.4","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","198722.99","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2006","2006","t","236374","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2007","2007","t","238448","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2008","2008","t","265250","E","Estimated value",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2009","2009","t","268268","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2010","2010","t","291802","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2011","2011","t","359784","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2012","2012","t","518319","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2013","2013","t","566583","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2014","2014","t","617634","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2015","2015","t","684301","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2016","2016","t","736345","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2017","2017","t","852022","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2018","2018","t","921000.61","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2019","2019","t","932210.29","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2020","2020","t","898480.73","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2021","2021","t","1317115.5","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2022","2022","t","1504600.49","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01491.01","Oil palm fruit","2023","2023","t","1521102.54","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2006","2006","t","3733","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2007","2007","t","2683","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2008","2008","t","3378","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2009","2009","t","3441","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2010","2010","t","2534","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2011","2011","t","2994","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2012","2012","t","2251","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2013","2013","t","2709","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2014","2014","t","2119","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2015","2015","t","1911","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2016","2016","t","1371.22","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2017","2017","t","1581","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2018","2018","t","1529.54","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2019","2019","t","1475.27","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2020","2020","t","1533.76","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2021","2021","t","1683.49","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2022","2022","t","1685.54","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","0141","Soya beans","2023","2023","t","2714.25","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2006","2006","t","7251260","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2007","2007","t","8228623","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2008","2008","t","9395959","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2009","2009","t","9936945","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2010","2010","t","9854961","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2011","2011","t","9884936","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2012","2012","t","10368866","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2013","2013","t","10992240.3","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2014","2014","t","11389617.19","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2015","2015","t","10211856","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2016","2016","t","9832525.59","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2017","2017","t","9399617","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2018","2018","t","10336177.91","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2019","2019","t","10902905.88","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2020","2020","t","10465212.16","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2021","2021","t","9837219.21","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2022","2022","t","9583744.1","A","Official figure",""
"QCL","Crops and livestock products","604","Peru","5510","Production","01802","Sugar cane","2023","2023","t","10087750.68","A","Official figure",""
